instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
16759,2012-12-06,4,1,12,1,0,4,0,1,1,0.26,0.2424,0.48,0.2836,19.001,0.146,0,16,16.0
16760,2012-12-06,4,1,12,2,0,4,0,1,1,0.24,0.2121,0.52,0.2836,19.001,0.127,0,9,9.0
16761,2012-12-06,4,1,12,3,0,4,0,1,1,0.22,0.2273,0.55,0.194,12.998,0.139,0,2,2.0
16762,2012-12-06,4,1,12,4,0,4,0,1,1,0.22,0.2121,0.55,0.2985,19.999,0.114,1,8,9.0
16763,2012-12-06,4,1,12,5,0,4,0,1,1,0.22,0.2121,0.55,0.2836,19.001,0.117,0,32,32.0
16764,2012-12-06,4,1,12,6,0,4,0,1,1,0.22,0.2121,0.55,0.2985,19.999,0.114,2,122,124.0
16765,2012-12-06,4,1,12,7,0,4,0,1,1,0.22,0.2121,0.51,0.2985,19.999,0.114,8,381,389.0
16766,2012-12-06,4,1,12,8,0,4,0,1,1,0.22,0.2121,0.51,0.2985,19.999,0.114,13,646,659.0
16767,2012-12-06,4,1,12,9,0,4,0,1,1,0.24,0.2273,0.48,0.194,12.998,0.149,19,257,276.0
16768,2012-12-06,4,1,12,10,0,4,0,1,1,0.24,0.2273,0.52,0.194,12.998,0.149,23,122,145.0
16769,2012-12-06,4,1,12,11,0,4,0,1,1,0.26,0.2576,0.48,0.1642,11.001,0.174,16,162,178.0
16770,2012-12-06,4,1,12,12,0,4,0,1,1,0.28,0.3182,0.41,0.0,0.0,0.235,29,206,235.0
16771,2012-12-06,4,1,12,13,0,4,0,1,1,0.3,0.3333,0.39,0.0,0.0,0.25,33,212,245.0
16772,2012-12-06,4,1,12,14,0,4,0,1,1,0.3,0.3182,0.42,0.0896,6.003,0.228,37,175,212.0
16773,2012-12-06,4,1,12,15,0,4,0,1,1,0.32,0.3485,0.39,0.0,0.0,0.265,38,232,270.0
16774,2012-12-06,4,1,12,16,0,4,0,1,1,0.32,0.3485,0.42,0.0,0.0,0.265,39,292,331.0
16775,2012-12-06,4,1,12,17,0,4,0,1,1,0.3,0.3182,0.45,0.1045,7.002,0.225,31,586,617.0
16776,2012-12-06,4,1,12,18,0,4,0,1,1,0.28,0.2727,0.45,0.1642,11.001,0.189,23,542,565.0
16777,2012-12-06,4,1,12,19,0,4,0,1,1,0.26,0.2576,0.6,0.194,12.998,0.168,13,360,373.0
16778,2012-12-06,4,1,12,20,0,4,0,1,2,0.24,0.2576,0.6,0.1045,7.002,0.176,5,222,227.0
16779,2012-12-06,4,1,12,21,0,4,0,1,2,0.24,0.2424,0.6,0.1343,8.998,0.166,7,184,191.0
16780,2012-12-06,4,1,12,22,0,4,0,1,1,0.24,0.2424,0.65,0.1642,11.001,0.16,2,131,133.0
16781,2012-12-06,4,1,12,23,0,4,0,1,1,0.24,0.2424,0.65,0.1642,11.001,0.16,0,93,93.0
16782,2012-12-07,4,1,12,0,0,5,0,1,1,0.24,0.2576,0.7,0.1045,7.002,0.176,3,45,48.0
16783,2012-12-07,4,1,12,1,0,5,0,1,2,0.24,0.2273,0.7,0.194,12.998,0.149,2,26,28.0
16784,2012-12-07,4,1,12,2,0,5,0,1,2,0.26,0.2727,0.7,0.1343,8.998,0.185,0,11,11.0
16785,2012-12-07,4,1,12,3,0,5,0,1,2,0.26,0.2576,0.81,0.194,12.998,0.168,0,5,5.0
16786,2012-12-07,4,1,12,4,0,5,0,1,1,0.26,0.2727,0.75,0.1045,7.002,0.191,0,10,10.0
16787,2012-12-07,4,1,12,5,0,5,0,1,2,0.26,0.2727,0.81,0.1045,7.002,0.191,1,25,26.0
16788,2012-12-07,4,1,12,6,0,5,0,1,2,0.28,0.2727,0.75,0.1642,11.001,0.189,0,84,84.0
16789,2012-12-07,4,1,12,7,0,5,0,1,3,0.28,0.2727,0.81,0.1642,11.001,0.189,3,212,215.0
16790,2012-12-07,4,1,12,8,0,5,0,1,2,0.3,0.2879,0.75,0.194,12.998,0.198,11,430,441.0
16791,2012-12-07,4,1,12,9,0,5,0,1,2,0.3,0.303,0.81,0.1343,8.998,0.214,10,291,301.0
16792,2012-12-07,4,1,12,10,0,5,0,1,2,0.32,0.3182,0.76,0.1642,11.001,0.223,16,150,166.0
16793,2012-12-07,4,1,12,11,0,5,0,1,2,0.32,0.3182,0.76,0.194,12.998,0.217,20,183,203.0
16794,2012-12-07,4,1,12,12,0,5,0,1,2,0.34,0.3333,0.71,0.194,12.998,0.231,36,204,240.0
16795,2012-12-07,4,1,12,13,0,5,0,1,2,0.36,0.3485,0.66,0.1343,8.998,0.258,23,197,220.0
16796,2012-12-07,4,1,12,14,0,5,0,1,2,0.36,0.3485,0.71,0.1642,11.001,0.252,40,175,215.0
16797,2012-12-07,4,1,12,15,0,5,0,1,2,0.36,0.3485,0.71,0.1642,11.001,0.252,34,269,303.0
16798,2012-12-07,4,1,12,16,0,5,0,1,1,0.36,0.3485,0.76,0.1343,8.998,0.258,39,336,375.0
16799,2012-12-07,4,1,12,17,0,5,0,1,2,0.38,0.3939,0.66,0.0,0.0,0.308,29,539,568.0
16800,2012-12-07,4,1,12,18,0,5,0,1,2,0.38,0.3939,0.71,0.1045,7.002,0.287,25,473,498.0
16801,2012-12-07,4,1,12,19,0,5,0,1,2,0.38,0.3939,0.76,0.0,0.0,0.308,15,337,352.0
16802,2012-12-07,4,1,12,20,0,5,0,1,3,0.38,0.3939,0.76,0.1045,7.002,0.287,12,229,241.0
16803,2012-12-07,4,1,12,21,0,5,0,1,2,0.36,0.3636,0.93,0.1045,7.002,0.268,9,162,171.0
16804,2012-12-07,4,1,12,22,0,5,0,1,2,0.36,0.3636,0.93,0.0896,6.003,0.271,15,150,165.0
16805,2012-12-07,4,1,12,23,0,5,0,1,2,0.36,0.3636,0.93,0.0896,6.003,0.271,6,116,122.0
16806,2012-12-08,4,1,12,0,0,6,1,0,2,0.36,0.3636,0.93,0.0896,6.003,0.271,5,98,103.0
16807,2012-12-08,4,1,12,1,0,6,1,0,2,0.36,0.3485,0.93,0.1343,8.998,0.258,16,84,100.0
16808,2012-12-08,4,1,12,2,0,6,1,0,2,0.36,0.3485,0.93,0.1343,8.998,0.258,3,67,70.0
16809,2012-12-08,4,1,12,3,0,6,1,0,2,0.36,0.3636,0.93,0.1045,7.002,0.268,6,23,29.0
16810,2012-12-08,4,1,12,4,0,6,1,0,2,0.36,0.3788,0.93,0.0,0.0,0.294,3,9,12.0
16811,2012-12-08,4,1,12,5,0,6,1,0,2,0.36,0.3636,0.93,0.1045,7.002,0.268,2,4,6.0
16812,2012-12-08,4,1,12,6,0,6,1,0,2,0.36,0.3636,0.93,0.1045,7.002,0.268,1,19,20.0
16813,2012-12-08,4,1,12,7,0,6,1,0,2,0.36,0.3636,1.0,0.0896,6.003,0.271,3,36,39.0
16814,2012-12-08,4,1,12,8,0,6,1,0,2,0.38,0.3939,0.94,0.0896,6.003,0.29,5,106,111.0
16815,2012-12-08,4,1,12,9,0,6,1,0,2,0.38,0.3939,0.94,0.0,0.0,0.308,17,153,170.0
16816,2012-12-08,4,1,12,10,0,6,1,0,2,0.4,0.4091,0.87,0.1343,8.998,0.296,43,244,287.0
16817,2012-12-08,4,1,12,11,0,6,1,0,2,0.4,0.4091,0.87,0.1045,7.002,0.302,63,341,404.0
16818,2012-12-08,4,1,12,12,0,6,1,0,2,0.4,0.4091,0.87,0.2239,15.001,0.278,122,364,486.0
16819,2012-12-08,4,1,12,13,0,6,1,0,2,0.4,0.4091,0.87,0.1642,11.001,0.29,148,399,547.0
16820,2012-12-08,4,1,12,14,0,6,1,0,2,0.4,0.4091,0.87,0.2836,19.001,0.266,164,378,542.0
16821,2012-12-08,4,1,12,15,0,6,1,0,1,0.42,0.4242,0.82,0.1642,11.001,0.304,167,374,541.0
16822,2012-12-08,4,1,12,16,0,6,1,0,1,0.42,0.4242,0.82,0.1642,11.001,0.304,139,368,507.0
16823,2012-12-08,4,1,12,17,0,6,1,0,1,0.38,0.3939,0.87,0.1343,8.998,0.281,77,268,345.0
16824,2012-12-08,4,1,12,18,0,6,1,0,1,0.4,0.4091,0.87,0.1045,7.002,0.302,40,264,304.0
16825,2012-12-08,4,1,12,19,0,6,1,0,1,0.4,0.4091,0.87,0.0,0.0,0.323,34,212,246.0
16826,2012-12-08,4,1,12,20,0,6,1,0,2,0.36,0.3788,1.0,0.0,0.0,0.294,20,162,182.0
16827,2012-12-08,4,1,12,21,0,6,1,0,2,0.36,0.3788,1.0,0.0,0.0,0.294,34,175,209.0
16828,2012-12-08,4,1,12,22,0,6,1,0,2,0.38,0.3939,0.94,0.1045,7.002,0.287,23,137,160.0
16829,2012-12-08,4,1,12,23,0,6,1,0,2,0.4,0.4091,0.94,0.0,0.0,0.323,18,144,162.0
16830,2012-12-09,4,1,12,0,0,0,1,0,2,0.4,0.4091,0.87,0.1343,8.998,0.296,15,103,118.0
16831,2012-12-09,4,1,12,1,0,0,1,0,2,0.4,0.4091,0.87,0.1045,7.002,0.302,17,85,102.0
16832,2012-12-09,4,1,12,2,0,0,1,0,2,0.4,0.4091,0.87,0.1045,7.002,0.302,8,70,78.0
16833,2012-12-09,4,1,12,3,0,0,1,0,2,0.4,0.4091,0.87,0.1045,7.002,0.302,14,34,48.0
16834,2012-12-09,4,1,12,4,0,0,1,0,2,0.4,0.4091,0.94,0.1045,7.002,0.302,1,11,12.0
16835,2012-12-09,4,1,12,5,0,0,1,0,2,0.4,0.4091,0.87,0.1045,7.002,0.302,0,8,8.0
16836,2012-12-09,4,1,12,6,0,0,1,0,3,0.4,0.4091,0.94,0.1045,7.002,0.302,0,6,6.0
16837,2012-12-09,4,1,12,7,0,0,1,0,3,0.4,0.4091,0.87,0.2239,15.001,0.278,1,22,23.0
16838,2012-12-09,4,1,12,8,0,0,1,0,3,0.4,0.4091,0.87,0.1642,11.001,0.29,1,68,69.0
16839,2012-12-09,4,1,12,9,0,0,1,0,2,0.4,0.4091,0.87,0.2537,16.998,0.272,9,94,103.0
16840,2012-12-09,4,1,12,10,0,0,1,0,2,0.4,0.4091,0.87,0.2836,19.001,0.266,39,180,219.0
16841,2012-12-09,4,1,12,11,0,0,1,0,2,0.4,0.4091,0.87,0.2985,19.999,0.263,40,210,250.0
16842,2012-12-09,4,1,12,12,0,0,1,0,2,0.4,0.4091,0.82,0.2985,19.999,0.263,60,255,315.0
16843,2012-12-09,4,1,12,13,0,0,1,0,2,0.38,0.3939,0.87,0.2836,19.001,0.251,65,220,285.0
16844,2012-12-09,4,1,12,14,0,0,1,0,2,0.38,0.3939,0.87,0.194,12.998,0.269,42,190,232.0
16845,2012-12-09,4,1,12,15,0,0,1,0,3,0.36,0.3485,0.93,0.1642,11.001,0.252,25,200,225.0
16846,2012-12-09,4,1,12,16,0,0,1,0,3,0.36,0.3485,0.93,0.1642,11.001,0.252,33,220,253.0
16847,2012-12-09,4,1,12,17,0,0,1,0,3,0.36,0.3485,0.93,0.1343,8.998,0.258,20,209,229.0
16848,2012-12-09,4,1,12,18,0,0,1,0,3,0.36,0.3636,0.93,0.0896,6.003,0.271,17,181,198.0
16849,2012-12-09,4,1,12,19,0,0,1,0,3,0.38,0.3939,0.94,0.0896,6.003,0.29,12,110,122.0
16850,2012-12-09,4,1,12,20,0,0,1,0,3,0.36,0.3636,1.0,0.0896,6.003,0.271,6,102,108.0
16851,2012-12-09,4,1,12,21,0,0,1,0,2,0.36,0.3636,1.0,0.1045,7.002,0.268,10,86,96.0
16852,2012-12-09,4,1,12,22,0,0,1,0,3,0.36,0.3636,0.93,0.1045,7.002,0.268,3,75,78.0
16853,2012-12-09,4,1,12,23,0,0,1,0,3,0.36,0.3636,1.0,0.0896,6.003,0.271,3,48,51.0
16854,2012-12-10,4,1,12,0,0,1,0,1,3,0.36,0.3636,1.0,0.0896,6.003,0.271,0,20,20.0
16855,2012-12-10,4,1,12,1,0,1,0,1,2,0.36,0.3788,1.0,0.0,0.0,0.294,0,4,4.0
16856,2012-12-10,4,1,12,2,0,1,0,1,2,0.38,0.3939,0.94,0.1045,7.002,0.287,2,3,5.0
16857,2012-12-10,4,1,12,3,0,1,0,1,2,0.38,0.3939,0.94,0.1045,7.002,0.287,0,4,4.0
16858,2012-12-10,4,1,12,4,0,1,0,1,2,0.38,0.3939,0.94,0.1045,7.002,0.287,3,9,12.0
16859,2012-12-10,4,1,12,5,0,1,0,1,2,0.38,0.3939,0.94,0.1045,7.002,0.287,0,27,27.0
16860,2012-12-10,4,1,12,6,0,1,0,1,2,0.38,0.3939,0.94,0.1642,11.001,0.275,2,121,123.0
16861,2012-12-10,4,1,12,7,0,1,0,1,2,0.38,0.3939,0.94,0.2537,16.998,0.257,3,291,294.0
16862,2012-12-10,4,1,12,8,0,1,0,1,2,0.42,0.4242,1.0,0.2537,16.998,0.287,9,575,584.0
16863,2012-12-10,4,1,12,9,0,1,0,1,2,0.42,0.4242,1.0,0.2239,15.001,0.292,11,273,284.0
16864,2012-12-10,4,1,12,10,0,1,0,1,2,0.44,0.4394,0.94,0.2239,15.001,0.307,12,121,133.0
16865,2012-12-10,4,1,12,11,0,1,0,1,3,0.46,0.4545,0.94,0.2239,15.001,0.322,8,126,134.0
16866,2012-12-10,4,1,12,12,0,1,0,1,3,0.44,0.4394,1.0,0.2239,15.001,0.307,23,150,173.0
16867,2012-12-10,4,1,12,13,0,1,0,1,3,0.44,0.4394,1.0,0.2239,15.001,0.307,30,190,220.0
16868,2012-12-10,4,1,12,14,0,1,0,1,2,0.5,0.4848,0.94,0.2239,15.001,0.351,31,179,210.0
16869,2012-12-10,4,1,12,15,0,1,0,1,2,0.5,0.4848,0.87,0.1642,11.001,0.363,29,207,236.0
16870,2012-12-10,4,1,12,16,0,1,0,1,2,0.5,0.4848,0.88,0.1045,7.002,0.375,37,308,345.0
16871,2012-12-10,4,1,12,17,0,1,0,1,2,0.48,0.4697,0.82,0.2836,19.001,0.324,38,578,616.0
16872,2012-12-10,4,1,12,18,0,1,0,1,2,0.46,0.4545,0.88,0.2836,19.001,0.31,20,544,564.0
16873,2012-12-10,4,1,12,19,0,1,0,1,1,0.52,0.5,0.77,0.2836,19.001,0.353,18,409,427.0
16874,2012-12-10,4,1,12,20,0,1,0,1,1,0.46,0.4545,0.88,0.2537,16.998,0.316,13,287,300.0
16875,2012-12-10,4,1,12,21,0,1,0,1,2,0.46,0.4545,0.94,0.194,12.998,0.328,21,224,245.0
16876,2012-12-10,4,1,12,22,0,1,0,1,2,0.5,0.4848,0.82,0.2239,15.001,0.351,11,115,126.0
16877,2012-12-10,4,1,12,23,0,1,0,1,1,0.46,0.4545,0.88,0.2537,16.998,0.316,8,76,84.0
16878,2012-12-11,4,1,12,0,0,2,0,1,3,0.46,0.4545,0.77,0.4627,31.001,0.274,2,29,31.0
16879,2012-12-11,4,1,12,1,0,2,0,1,1,0.42,0.4242,0.71,0.4478,30.003,0.248,1,7,8.0
16880,2012-12-11,4,1,12,2,0,2,0,1,2,0.4,0.4091,0.66,0.3284,22.003,0.257,0,1,1.0
16881,2012-12-11,4,1,12,3,0,2,0,1,3,0.36,0.3333,0.76,0.2836,19.001,0.223,0,3,3.0
16882,2012-12-11,4,1,12,4,0,2,0,1,2,0.34,0.3182,0.76,0.2836,19.001,0.209,0,8,8.0
16883,2012-12-11,4,1,12,5,0,2,0,1,3,0.34,0.303,0.71,0.3284,22.003,0.195,1,40,41.0
16884,2012-12-11,4,1,12,6,0,2,0,1,2,0.34,0.303,0.71,0.2985,19.999,0.201,0,118,118.0
16885,2012-12-11,4,1,12,7,0,2,0,1,1,0.34,0.303,0.66,0.4179,27.999,0.177,8,372,380.0
16886,2012-12-11,4,1,12,8,0,2,0,1,2,0.34,0.303,0.61,0.2985,19.999,0.201,16,708,724.0
16887,2012-12-11,4,1,12,9,0,2,0,1,1,0.34,0.303,0.61,0.3881,26.003,0.183,12,322,334.0
16888,2012-12-11,4,1,12,10,0,2,0,1,1,0.36,0.3333,0.57,0.3284,22.003,0.214,12,142,154.0
16889,2012-12-11,4,1,12,11,0,2,0,1,2,0.36,0.3333,0.53,0.3582,23.999,0.208,28,145,173.0
16890,2012-12-11,4,1,12,12,0,2,0,1,2,0.36,0.3182,0.53,0.4478,30.003,0.186,13,213,226.0
16891,2012-12-11,4,1,12,13,0,2,0,1,2,0.38,0.3939,0.5,0.2239,15.001,0.263,28,226,254.0
16892,2012-12-11,4,1,12,14,0,2,0,1,2,0.38,0.3939,0.5,0.2239,15.001,0.263,19,185,204.0
16893,2012-12-11,4,1,12,15,0,2,0,1,2,0.38,0.3939,0.5,0.2239,15.001,0.263,20,250,270.0
16894,2012-12-11,4,1,12,16,0,2,0,1,2,0.38,0.3939,0.5,0.2239,15.001,0.263,24,334,358.0
16895,2012-12-11,4,1,12,17,0,2,0,1,1,0.32,0.303,0.53,0.2239,15.001,0.206,21,580,601.0
16896,2012-12-11,4,1,12,18,0,2,0,1,1,0.32,0.303,0.53,0.2239,15.001,0.206,23,523,546.0
16897,2012-12-11,4,1,12,19,0,2,0,1,1,0.32,0.303,0.53,0.2239,15.001,0.206,21,412,433.0
16898,2012-12-11,4,1,12,20,0,2,0,1,1,0.32,0.303,0.53,0.2239,15.001,0.206,9,248,257.0
16899,2012-12-11,4,1,12,21,0,2,0,1,1,0.32,0.3182,0.53,0.194,12.998,0.217,14,193,207.0
16900,2012-12-11,4,1,12,22,0,2,0,1,1,0.3,0.2879,0.56,0.2239,15.001,0.192,6,100,106.0
16901,2012-12-11,4,1,12,23,0,2,0,1,1,0.3,0.2879,0.52,0.2239,15.001,0.192,4,60,64.0
16902,2012-12-12,4,1,12,0,0,3,0,1,1,0.3,0.303,0.52,0.1642,11.001,0.208,1,33,34.0
16903,2012-12-12,4,1,12,1,0,3,0,1,1,0.28,0.2727,0.61,0.2239,15.001,0.177,3,18,21.0
16904,2012-12-12,4,1,12,2,0,3,0,1,1,0.28,0.2727,0.56,0.1642,11.001,0.189,5,4,9.0
16905,2012-12-12,4,1,12,3,0,3,0,1,1,0.26,0.2727,0.6,0.1343,8.998,0.185,3,7,10.0
16906,2012-12-12,4,1,12,4,0,3,0,1,1,0.26,0.303,0.6,0.0,0.0,0.221,0,4,4.0
16907,2012-12-12,4,1,12,5,0,3,0,1,1,0.26,0.2576,0.6,0.194,12.998,0.168,0,37,37.0
16908,2012-12-12,4,1,12,6,0,3,0,1,2,0.26,0.2424,0.6,0.2537,16.998,0.152,2,126,128.0
16909,2012-12-12,4,1,12,7,0,3,0,1,2,0.26,0.2576,0.6,0.194,12.998,0.168,3,366,369.0
16910,2012-12-12,4,1,12,8,0,3,0,1,2,0.26,0.2576,0.65,0.1642,11.001,0.174,18,670,688.0
16911,2012-12-12,4,1,12,9,0,3,0,1,2,0.28,0.2879,0.61,0.1343,8.998,0.2,13,272,285.0
16912,2012-12-12,4,1,12,10,0,3,0,1,2,0.3,0.303,0.56,0.1642,11.001,0.208,20,116,136.0
16913,2012-12-12,4,1,12,11,0,3,0,1,2,0.32,0.303,0.49,0.2239,15.001,0.206,24,148,172.0
16914,2012-12-12,4,1,12,12,0,3,0,1,2,0.34,0.3636,0.42,0.0,0.0,0.279,14,218,232.0
16915,2012-12-12,4,1,12,13,0,3,0,1,2,0.34,0.3636,0.42,0.0,0.0,0.279,18,220,238.0
16916,2012-12-12,4,1,12,14,0,3,0,1,2,0.34,0.3636,0.46,0.0,0.0,0.279,34,191,225.0
16917,2012-12-12,4,1,12,15,0,3,0,1,2,0.34,0.3485,0.46,0.1045,7.002,0.254,21,207,228.0
16918,2012-12-12,4,1,12,16,0,3,0,1,2,0.34,0.3333,0.46,0.1343,8.998,0.243,19,310,329.0
16919,2012-12-12,4,1,12,17,0,3,0,1,2,0.32,0.303,0.53,0.2239,15.001,0.206,21,540,561.0
16920,2012-12-12,4,1,12,18,0,3,0,1,2,0.32,0.303,0.49,0.2239,15.001,0.206,25,515,540.0
16921,2012-12-12,4,1,12,19,0,3,0,1,2,0.3,0.2879,0.56,0.2239,15.001,0.192,18,384,402.0
16922,2012-12-12,4,1,12,20,0,3,0,1,1,0.3,0.2879,0.52,0.2836,19.001,0.18,25,243,268.0
16923,2012-12-12,4,1,12,21,0,3,0,1,2,0.3,0.2879,0.52,0.2537,16.998,0.186,16,186,202.0
16924,2012-12-12,4,1,12,22,0,3,0,1,2,0.3,0.2879,0.52,0.2239,15.001,0.192,4,118,122.0
16925,2012-12-12,4,1,12,23,0,3,0,1,2,0.28,0.2727,0.56,0.2239,15.001,0.177,3,76,79.0
16926,2012-12-13,4,1,12,0,0,4,0,1,2,0.28,0.2727,0.52,0.2239,15.001,0.177,1,31,32.0
16927,2012-12-13,4,1,12,1,0,4,0,1,2,0.28,0.2576,0.52,0.2836,19.001,0.161,4,19,23.0
16928,2012-12-13,4,1,12,2,0,4,0,1,2,0.26,0.2424,0.56,0.2537,16.998,0.152,3,5,8.0
16929,2012-12-13,4,1,12,3,0,4,0,1,2,0.26,0.2424,0.56,0.2836,19.001,0.146,0,2,2.0
16930,2012-12-13,4,1,12,4,0,4,0,1,2,0.26,0.2576,0.56,0.194,12.998,0.168,0,8,8.0
16931,2012-12-13,4,1,12,5,0,4,0,1,2,0.26,0.2576,0.56,0.1642,11.001,0.174,2,31,33.0
16932,2012-12-13,4,1,12,6,0,4,0,1,1,0.26,0.2424,0.56,0.2537,16.998,0.152,2,112,114.0
16933,2012-12-13,4,1,12,7,0,4,0,1,1,0.24,0.2273,0.6,0.2239,15.001,0.143,5,380,385.0
16934,2012-12-13,4,1,12,8,0,4,0,1,1,0.24,0.2273,0.6,0.194,12.998,0.149,24,655,679.0
16935,2012-12-13,4,1,12,9,0,4,0,1,1,0.28,0.2727,0.52,0.2537,16.998,0.171,25,300,325.0
16936,2012-12-13,4,1,12,10,0,4,0,1,1,0.32,0.303,0.45,0.2836,19.001,0.194,28,139,167.0
16937,2012-12-13,4,1,12,11,0,4,0,1,1,0.34,0.3182,0.42,0.2537,16.998,0.215,25,164,189.0
16938,2012-12-13,4,1,12,12,0,4,0,1,1,0.36,0.3333,0.4,0.2537,16.998,0.229,30,252,282.0
16939,2012-12-13,0,1,12,13,0,4,0,1,1,0.36,0.3485,0.34,0.194,12.998,0.246,41,230,271.0
16940,2012-12-13,4,1,12,14,0,4,0,1,1,0.36,0.3485,0.34,0.1642,11.001,0.252,31,211,242.0
16941,2012-12-13,4,1,12,15,0,4,0,1,1,0.36,0.3485,0.34,0.1343,8.998,0.258,40,240,280.0
16942,2012-12-13,4,1,12,16,0,4,0,1,1,0.34,0.3485,0.39,0.1045,7.002,0.254,50,356,406.0
16943,2012-12-13,4,1,12,17,0,4,0,1,1,0.32,0.3333,0.42,0.1045,7.002,0.239,43,507,550.0
16944,2012-12-13,4,1,12,18,0,4,0,1,1,0.32,0.3333,0.42,0.1045,7.002,0.239,20,446,466.0
16945,2012-12-13,4,1,12,19,0,4,0,1,1,0.3,0.303,0.45,0.1642,11.001,0.208,20,328,348.0
16946,2012-12-13,4,1,12,20,0,4,0,1,1,0.3,0.3333,0.45,0.0,0.0,0.25,6,235,241.0
16947,2012-12-13,4,1,12,21,0,4,0,1,1,0.28,0.3182,0.48,0.0,0.0,0.235,13,200,213.0
16948,2012-12-13,4,1,12,22,0,4,0,1,1,0.26,0.2879,0.6,0.0896,6.003,0.198,7,141,148.0
16949,2012-12-13,4,1,12,23,0,4,0,1,1,0.26,0.303,0.6,0.0,0.0,0.221,5,115,120.0
16950,2012-12-14,4,1,12,0,0,5,0,1,1,0.22,0.2576,0.64,0.0896,6.003,0.169,4,43,47.0
16951,2012-12-14,4,1,12,1,0,5,0,1,1,0.22,0.2576,0.69,0.0896,6.003,0.169,0,26,26.0
16952,2012-12-14,4,1,12,2,0,5,0,1,1,0.22,0.2727,0.69,0.0,0.0,0.192,3,6,9.0
16953,2012-12-14,4,1,12,3,0,5,0,1,1,0.2,0.2273,0.69,0.1045,7.002,0.147,0,12,12.0
16954,2012-12-14,4,1,12,4,0,5,0,1,1,0.2,0.2273,0.75,0.0896,6.003,0.15,1,9,10.0
16955,2012-12-14,4,1,12,5,0,5,0,1,1,0.2,0.2273,0.69,0.1045,7.002,0.147,0,34,34.0
16956,2012-12-14,4,1,12,6,0,5,0,1,1,0.16,0.1818,0.8,0.1045,7.002,0.114,1,112,113.0
16957,2012-12-14,4,1,12,7,0,5,0,1,1,0.2,0.2121,0.72,0.1045,7.002,0.143,3,305,308.0
16958,2012-12-14,4,1,12,8,0,5,0,1,1,0.2,0.2273,0.69,0.0896,6.003,0.15,13,623,636.0
16959,2012-12-14,4,1,12,9,0,5,0,1,1,0.24,0.2424,0.75,0.1343,8.998,0.166,13,330,
16960,2012-12-14,4,1,12,10,0,5,0,1,1,0.26,0.2576,0.81,0.194,12.998,0.168,28,162,190.0
16961,2012-12-14,4,1,12,11,0,5,0,1,1,0.32,0.303,0.65,0.194,12.998,0.212,31,180,211.0
16962,2012-12-14,4,1,12,12,0,5,0,1,1,0.36,0.3485,0.5,0.194,12.998,0.246,29,244,273.0
16963,2012-12-14,4,1,12,13,0,5,0,1,1,0.36,0.3485,0.5,0.2239,15.001,0.24,39,274,313.0
16964,2012-12-14,4,1,12,14,0,5,0,1,1,0.4,0.4091,0.43,0.194,12.998,0.284,48,251,299.0
16965,2012-12-14,4,1,12,15,0,5,0,1,1,0.4,0.4091,0.47,0.1642,11.001,0.29,57,252,309.0
16966,2012-12-14,4,1,12,16,0,5,0,1,1,0.38,0.3939,0.54,0.194,12.998,0.269,45,372,417.0
16967,2012-12-14,4,1,12,17,0,5,0,1,1,0.34,0.3333,0.57,0.1642,11.001,0.237,40,582,622.0
16968,2012-12-14,4,1,12,18,0,5,0,1,1,0.36,0.3485,0.46,0.1343,8.998,0.258,23,432,455.0
16969,2012-12-14,4,1,12,19,0,5,0,1,1,0.34,0.3485,0.53,0.0896,6.003,0.257,17,302,319.0
16970,2012-12-14,4,1,12,20,0,5,0,1,1,0.32,0.3333,0.61,0.1343,8.998,0.233,12,209,221.0
16971,2012-12-14,4,1,12,21,0,5,0,1,1,0.3,0.303,0.75,0.1642,11.001,0.208,7,165,172.0
16972,2012-12-14,4,1,12,22,0,5,0,1,1,0.28,0.2879,0.75,0.1045,7.002,0.205,4,134,138.0
16973,2012-12-14,4,1,12,23,0,5,0,1,1,0.28,0.303,0.75,0.0896,6.003,0.213,11,123,134.0
16974,2012-12-15,4,1,12,0,0,6,1,0,1,0.3,0.3333,0.7,0.0,0.0,0.25,4,90,94.0
16975,2012-12-15,4,1,12,1,0,6,1,0,2,0.26,0.2879,0.81,0.0896,6.003,0.198,9,86,95.0
16976,2012-12-15,4,1,12,2,0,6,1,0,1,0.26,0.303,0.81,0.0,0.0,0.221,6,63,69.0
16977,2012-12-15,4,1,12,3,0,6,1,0,2,0.24,0.2879,0.81,0.0,0.0,0.206,5,18,23.0
16978,2012-12-15,4,1,12,4,0,6,1,0,2,0.24,0.2576,0.87,0.1045,7.002,0.176,1,5,6.0
16979,2012-12-15,4,1,12,5,0,6,1,0,2,0.26,0.303,0.75,0.0,0.0,0.221,0,3,3.0
16980,2012-12-15,4,1,12,6,0,6,1,0,2,0.24,0.2879,0.75,0.0,0.0,0.206,0,11,11.0
16981,2012-12-15,4,1,12,7,0,6,1,0,2,0.24,0.2576,0.75,0.0896,6.003,0.179,1,47,48.0
16982,2012-12-15,4,1,12,8,0,6,1,0,2,0.26,0.2879,0.75,0.0896,6.003,0.198,8,111,119.0
16983,2012-12-15,4,1,12,9,0,6,1,0,1,0.26,0.2727,0.75,0.1045,7.002,0.191,17,203,220.0
